Boro-Block-Lot;Address;Neighborhood;BuildingClassification;TotalUnits;YearBuilt;AreaSqFt;GrossIncomePerSqFt;ExpensePerSqFt;NetOperatingIncomePerSqFt;FullMarketValue;MarketValuePerSqFt
1-01113-7502;1 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;158;1960;2627.297468;53.14;11.91;-26713.07246;98670004;237.69
1-01114-7501;43 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;94;1930;1339.361702;35.81;7.28;-52481.19913;26532006;210.74
1-01114-7502;62 WEST 62 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;120;1987;1222.9;44.11;12.85;-57567.60876;34542996;235.39
1-01114-7503;15 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;202;2005;3614.19802;56.59;13.85;-19508.49093;232529002;318.5
1-01115-7501;25 CENTRAL PARK WEST;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;425;1932;1407.802353;44.26;10.95;-50160.21582;150000023;250.7
1-01115-7502;61 WEST 62 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;277;1981;999.6787004;39.64;11.04;-70746.52125;59875000;216.22
1-01115-7503;30 WEST 63 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;549;1979;1078.023679;50.38;10.56;-65705.33872;113235845;191.33
1-01116-7501;20 WEST 64 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;655;1970;1230.832061;44.26;10.95;-57635.83334;202186010;250.79
1-01116-7502;15 WEST 63 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;53;1999;2759.660377;46.22;13.7;-25745.25209;33220008;227.13
1-01117-7501;8 WEST 65 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;11;1983;848.6363636;34.85;6.67;-83847.77709;1946998;208.57
1-01117-7502;43 WEST 64 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;65;1911;1349.415385;47.4;15.09;-52811.30925;18873983;215.18
1-01118-7501;29 WEST 65 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;54;1939;750.8333333;35.59;9.77;-95057.73198;6237003;153.83
1-01118-7502;22 WEST 66 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;26;1986;2265.307692;46.56;14.68;-31554.49238;13310000;225.98
1-01120-7501;45 WEST 67 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;175;1983;881.8742857;42;11.99;-81177.9593;29256726;189.57
1-01124-7501;34 WEST 72 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;142;1926;806.4084507;35.28;11.81;-88908.88403;18810000;164.27
1-01125-7501;41 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;132;1928;1056.060606;39.15;12.7;-67993.25302;27884001;200.03
1-01125-7502;27 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;158;1924;1513.43038;45.14;15.42;-47516.6334;53473998;223.63
1-01126-7502;54 WEST 74 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;62;1900;929.4677419;33.42;10.51;-77486.53756;8855006;153.66
1-01128-7502;40 WEST 76 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;13;1910;663.4615385;37.96;7.93;-108716.713;1507003;174.72
1-01129-7501;53 WEST 76 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;13;1900;510.8461538;37.96;7.93;-141407.5014;1509997;227.37
1-01131-7501;2 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;133;1998;1797.255639;46.59;11.69;-40253.37142;54230013;226.87
1-01131-7502;124 WEST 60 STREET;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;498;1986;887.2911647;45.91;12.13;-81657.20815;105410000;238.55
1-01132-7501;161 WEST 61 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;222;1988;1212.851351;41.3;13.53;-59827.47995;56460998;209.69
1-01137-7501;160 WEST 66 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;347;1989;1275.389049;45.08;10.72;-56978.66113;114428002;258.56
1-01138-7501;144 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;143;1995;1900.755245;44.53;14.06;-38289.03336;62345995;229.38
1-01138-7502;1965 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;199;1997;1611.809045;44.26;11.2;-45220.12193;76229980;237.66
1-01139-7501;1991 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;75;1985;914.7866667;44.26;10.95;-79793.81944;17205997;250.78
1-01139-7503;1992 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;281;1992;1159.86121;48.6;12.56;-63026.88807;77439913;237.6
1-01140-7501;2001 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;680;1965;978.2882353;42.47;16.43;-74835.37119;126500004;190.16
1-01140-7502;2000 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;161;1987;1487.173913;42.47;16.43;-49300.67905;47037994;196.45
1-01141-7501;210 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;83;1903;1155.783133;43.02;13.58;-63529.91512;21176538;220.75
1-01141-7502;2021 BROADWAY;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;272;1977;805.1176471;39.52;12.9;-91334.38467;44077000;201.27
1-01142-7501;135 WEST 70 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;87;1926;1367.816092;35.28;11.81;-53839.87356;20653000;173.55
1-01142-7502;155 WEST 70 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;122;1989;1470.327869;37.4;12.36;-50159.6736;33028999;184.13
1-01143-7502;155 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;55;1940;792.3272727;35.32;11.23;-93218.15505;7761992;178.12
1-01143-7503;100 WEST 72 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;35;1900;1035.314286;33.63;11.27;-71444.39917;6016000;166.02
1-01143-7504;112 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;66;1905;699.1212121;33.05;9.96;-105955.1997;7919998;171.64
1-01143-7505;120 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;17;2007;2700;47.48;13.07;-27475.42527;11865001;258.5
1-01144-7501;105 WEST 72 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;34;1913;1478.941176;37.21;11.95;-50233.0789;7732972;153.79
1-01146-7501;306 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;62;1952;1130.645161;32.7;10.76;-65803.04052;11441000;163.21
1-01146-7504;311 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;8;1900;1647.75;36.81;8.77;-45218.03058;2728001;206.95
1-01147-7501;161 WEST 75 STREET;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;132;1925;1378.606061;34.35;10.98;-54124.33077;31507000;173.14
1-01149-7501;105 WEST 77 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;28;1900;533.5714286;32.43;8.58;-140045.4503;2652005;177.51
1-01150-7502;386 COLUMBUS AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;23;1988;2059.826087;38.07;10.37;-36329.46103;9932997;209.66
1-01150-7503;130 WEST 79 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;93;1987;733.6021505;42.83;10.72;-102154.1336;16523996;242.2
1-01150-7504;172 WEST 79 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;98;1930;1382.969388;38.86;11.97;-54266.28625;22879996;168.82
1-01151-7501;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;248;1991;1064.798387;40.42;13.91;-70583.06451;49558000;187.67
1-01151-7501;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;132;1991;700.1666667;42.17;14.76;-107495.6255;17928000;193.98
1-01151-7501;2 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;1;1991;945;42.33;14.81;-79759.76121;184000;194.71
1-01151-7502;10 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;172;2005;1238.761628;40.28;10.79;-60932.70343;47479019;222.84
1-01151-7503;555 WEST 59 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;186;2007;1394.021505;40.28;10.79;-54223.85178;57777990;222.83
1-01152-7501;225 WEST 60 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;80;2004;1078.7375;40.28;10.79;-70172.15589;19230003;222.83
1-01152-7502;243 WEST 60 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;40;2007;1533.6;38.72;9.93;-49429.74477;13360000;217.79
1-01158-7501;160 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;508;1963;928.4055118;31.45;11.73;-81767.69328;60170000;127.58
1-01158-7502;180 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;452;1965;1091.300885;33.39;11.73;-69661.53765;62920000;127.56
1-01158-7503;150 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;454;1963;996.1629956;31.63;11.73;-76423.05384;57750000;127.69
1-01158-7504;140 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;561;1964;1140.960784;33.26;12.23;-66819.07027;81620000;127.52
1-01158-7505;170 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;484;1965;980.0826446;31.41;11.73;-77897.573;60500000;127.54
1-01158-7506;200 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;170;2006;1315.058824;44.26;11.2;-58137.4601;55645997;248.91
1-01162-7501;240 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;53;1924;1172.90566;25.83;6.56;-65275.75327;3823588;61.51
1-01163-7501;211 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;58;1986;1000;37.99;8.88;-76670.42103;12778986;220.33
1-01163-7502;235 WEST 71 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;20;1912;2350;40.41;11.11;-32671.71982;5611982;119.4
1-01163-7503;200 WEST 72 STREET;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;196;2008;1040.540816;45.7;11.38;-73891.05834;52647000;258.14
1-01164-7501;2081 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;201;1991;1320.741294;42.34;14.59;-58296.64223;55398460;208.68
1-01165-7501;253 WEST 73 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;159;1926;1175.654088;39.52;12.9;-65582.98401;37622998;201.27
1-01165-7503;2101 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;465;1902;960.4301075;37.81;11.44;-80392.13182;56973440;127.57
1-01165-7505;2112 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;29;1928;3118.62069;47.96;15.48;-24792.73758;22057999;243.9
1-01166-7501;2120 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;92;1922;597.5543478;36.64;10.71;-129573.5948;10501998;191.03
1-01167-7501;2138 BROADWAY;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;110;1924;973.1818182;32.18;8;-79672.04486;19275000;180.06
1-01168-7501;205 WEST 76 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;127;2007;1726.929134;50.64;12.07;-44960.44713;63349995;288.85
1-01169-7501;200 WEST 78 STREET;UPPER WEST SIDE (59-79);R2-CONDOMINIUM;16;1920;622.3125;43.94;12.13;-124939.8439;2385000;239.53
1-01169-7502;230 WEST 78 STREET;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;34;2008;2684.441176;39.62;8.71;-29004.08019;21053999;230.68
1-01170-7501;380 AMSTERDAM AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;272;1975;832.9264706;37.84;12.28;-93607.14355;43836000;193.49
1-01170-7502;2211 BROADWAY;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;161;1908;2714.621118;30;11.5;-28761.28375;60524999;138.48
1-01171-7501;200 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;372;1997;1377.096774;44.26;10.95;-56774.59296;124320032;242.68
1-01171-7502;220 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;422;2000;1428.184834;44.26;11.2;-54819.39558;146299972;242.74
1-01171-7503;240 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;167;2004;1929.365269;44.26;11.2;-40635.30695;78319977;243.08
1-01171-7504;120 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;277;2004;949.4693141;44.26;11.2;-82686.68541;63910037;243
1-01171-7505;100 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;266;2006;1458.770677;44.26;11.2;-53892.35764;94270003;242.94
1-01171-7506;33 WEST END AVENUE;UPPER WEST SIDE (59-79);RR-CONDOMINIUM;319;2006;902.507837;22.91;6.12;-87228.83987;33166000;115.2
1-01171-7507;80 RIVERSIDE BOULEVARD;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;271;2006;2113.535055;44.85;10.53;-37299.0417;147944993;258.3
1-01179-7501;165 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;403;1962;1044.913151;39.39;15.1;-75547.86026;53680000;127.48
1-01179-7502;185 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;432;1962;888.3333333;39.39;15.1;-88985.82357;48950000;127.55
1-01179-7503;205 WEST END AVENUE;UPPER WEST SIDE (59-79);R9-CONDOMINIUM;543;1962;982.8913444;39.39;15.1;-80535.04009;92850000;173.97
1-01182-7501;235 WEST END AVENUE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;148;1930;1027.540541;39.52;12.9;-77140.81461;30607999;201.27
1-01184-7501;22 RIVERSIDE DRIVE;UPPER WEST SIDE (59-79);R4-CONDOMINIUM;25;1931;1838.72;31.15;7.76;-43167.76613;5863003;127.55
1-01197-7501;20 WEST 84 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;37;1924;1492.594595;31.17;10.01;-53250.59849;7040006;127.48
1-01198-7501;74 WEST 85 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;10;1910;907.5;34.11;10.53;-87702.12237;1110995;122.42
1-01198-7502;76 WEST 85 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;52;1900;758.4230769;36.55;11.63;-105083.5596;7241001;183.6
1-01199-7502;28 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;20;1910;1430;32.5;6.04;-55808.33368;4399980;153.85
1-01202-7501;279 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;36;1988;3208.388889;45.15;11.65;-24907.84019;29115002;252.07
1-01203-7501;30 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1927;849.8297872;33.91;8.72;-94162.57171;5092993;127.51
1-01203-7502;291 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;11;1960;1809.272727;38.38;10.89;-44288.66784;3156997;158.63
1-01206-7501;327 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;85;1929;1532.458824;34.83;10.44;-52359.25307;23513999;180.52
1-01209-7501;353 CENTRAL PARK WEST;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;18;1991;2980.888889;44.11;13.01;-26953.87951;10238023;190.81
1-01210-7501;402 COLUMBUS AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;147;1986;1468.993197;42.2;12.74;-54768.55895;48005006;222.31
1-01210-7502;186 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;91;1920;666.5164835;47.91;10.33;-120871.3709;15749994;259.67
1-01212-7501;101 WEST 81 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;134;1900;1110.08209;39.25;12.97;-72671.09554;29561000;198.73
1-01213-7503;125 WEST 82 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;36;1912;986.5555556;29.98;7.17;-81879.83101;5955000;167.67
1-01213-7504;107 WEST 82 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;59;1900;827.8983051;32.43;11.15;-97701.76147;7736000;158.38
1-01213-7506;164 WEST 83 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;10;1955;856.3;34.64;11.71;-94587.4615;1455999;170.03
1-01216-7501;176 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1986;587.2340426;35.31;11.4;-138110.8007;4879999;176.81
1-01216-7502;110 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;79;1929;1125.518987;33.69;14.02;-72154.6996;12984000;146.03
1-01216-7503;160 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;38;1998;1853.421053;36.47;13.5;-43875.40803;11923000;169.29
1-01219-7501;100 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;108;1985;1343.240741;37.01;13.06;-60620.35123;25571996;176.27
1-01220-7501;127 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1900;714.2553191;33.91;8.72;-114155.0422;5158990;153.68
1-01220-7502;103 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;13;1989;2106.846154;35.31;11.4;-38751.74581;4841997;176.79
1-01220-7503;107 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;26;1989;2106.846154;38.13;12.38;-38803.06449;10675002;194.88
1-01220-7504;110 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;59;1990;1029.949153;33.69;14.02;-79479.85345;8873994;146.03
1-01223-7501;661 AMSTERDAM AVENUE;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;93;1930;1085.634409;31.02;11.56;-75502.69926;14676000;145.36
1-01223-7502;124 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;53;1925;1177.150943;33.33;11.37;-69724.65964;10178999;163.15
1-01223-7503;100 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;279;1973;884.7383513;19.45;5.56;-92891.38341;24552007;99.46
1-01223-7504;134 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;53;1925;1037.886792;28.04;8.67;-79288.69564;7672003;139.47
1-01228-7501;2250 BROADWAY;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;123;1987;1079.463415;35.69;12.78;-76334.97289;22474002;169.27
1-01228-7502;219 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;28;1910;991.8571429;38.42;6.45;-83186.30527;5820001;209.56
1-01228-7503;223 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;12;2004;1817.25;40.9;13.92;-45462.67802;4443998;203.79
1-01229-7501;203 WEST 81 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;55;1920;1465.981818;32.7;10.76;-56429.87599;9547996;118.42
1-01229-7502;219 WEST 81 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;117;1912;1507.897436;32;10.58;-54932.97539;28172000;159.68
1-01229-7503;442 AMSTERDAM AVENUE;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;12;1920;716.1666667;34.07;11.34;-115813.0044;1448000;168.49
1-01230-7501;2280 BROADWAY;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;97;1923;1601.226804;32;10.58;-51866.19013;19800000;127.48
1-01231-7501;225 WEST 83 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;306;1985;1206.5;40.03;10.43;-68924.7032;82594009;223.72
1-01232-7501;255 WEST 84 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;76;1915;1934.5;32.12;12.59;-43042.53035;18810000;127.94
1-01232-7502;500 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;89;1915;1590.58427;32.06;11.59;-52417.15079;21599004;152.58
1-01233-7501;530 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;45;1912;1767.866667;33.07;16.03;-47221.89611;9427008;118.5
1-01233-7502;255 WEST 85 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;57;1986;1054.649123;45.4;8.47;-79258.71725;16701005;277.82
1-01234-7501;2373 BROADWAY;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;354;1987;1163.841808;40.03;10.43;-71915.49283;92171000;223.72
1-01235-7501;250 WEST 88 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;60;1920;938.4333333;30.96;7.71;-89304.56195;6930007;123.08
1-01236-7501;250 WEST 89 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;142;1986;944.0422535;39.25;12.97;-88888.49837;26641000;198.73
1-01236-7502;215 WEST 88 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;94;1915;1829.212766;32;10.58;-45933.75928;27456989;159.68
1-01236-7503;211 WEST 88 STREET;UPPER WEST SIDE (79-96);R2-CONDOMINIUM;15;1910;719.2666667;30.57;8.46;-116967.3826;1784001;165.35
1-01237-7501;2421 BROADWAY;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;72;1920;2055.472222;30.93;9.33;-40982.72848;23881999;161.37
1-01237-7502;250 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;157;1985;1087.643312;40.23;14.26;-77550.22221;33511998;196.25
1-01238-7501;215 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;93;1922;1790.956989;32.9;11.22;-47156.40946;26850001;161.2
1-01238-7503;203 WEST 90 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;84;1920;1405.071429;29.73;6.07;-60184.28665;15070009;127.68
1-01239-7501;640 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;37;1913;1620.297297;36.22;11.61;-52256.67065;7645006;127.52
1-01239-7502;650 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;47;1916;1966;33.33;11.37;-43122.81931;15075004;163.15
1-01240-7501;255 WEST 92 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;15;1900;1054.333333;31.62;8.18;-80513.04143;2766001;174.9
1-01240-7502;220 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;58;1926;2017.189655;27.41;9.66;-42135.70284;14975998;128
1-01241-7501;257 WEST 93 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;15;1930;1100.4;31.62;8.18;-77338.98985;2885999;174.85
1-01243-7501;215 WEST 95 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;212;1986;684.3632075;36.12;11.88;-124512.75;25941002;178.8
1-01244-7501;303 WEST 80 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;24;1920;838.25;34.26;8.66;-101783.5557;3815998;189.68
1-01245-7501;309 WEST 83 STREET;UPPER WEST SIDE (79-96);R9-CONDOMINIUM;17;1920;1483.294118;34.19;10.16;-57593.55819;4490000;178.06
1-01246-7501;342 WEST 85 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;22;1910;1292.545455;34.26;8.66;-66176.63334;5393999;189.69
1-01247-7501;340 WEST 86 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;70;1950;1293.8;33.2;10.66;-66196.03278;15149996;167.28
1-01247-7502;535 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;30;2008;6424.166667;55.38;11.95;-13348.43136;62425999;323.91
1-01250-7503;317 WEST 89 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;24;1920;2520;34.36;8.07;-34071.69378;10515001;173.86
1-01250-7504;595 WEST END AVENUE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;54;1923;1022.037037;34.36;8.07;-84115.14042;9254998;167.69
1-01251-7501;190 RIVERSIDE DRIVE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;51;1911;1536.862745;36.87;10.95;-56008.19573;14957999;190.84
1-01252-7501;314 WEST 94 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;32;1920;1023.4375;33.99;11.04;-84211.32702;5577004;170.29
1-01253-7501;317 WEST 95 STREET;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;30;1902;1096.833333;33.99;11.04;-78674.80679;4202008;127.7
1-01253-7502;222 RIVERSIDE DRIVE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;104;1989;1613;41.94;10.02;-53565.57415;40411999;240.9
1-01253-7503;230 RIVERSIDE DRIVE;UPPER WEST SIDE (79-96);R4-CONDOMINIUM;261;1931;797.8582375;32.49;9.05;-108427.0207;29039006;139.45
1-01260-7502;66 WEST 45 STREET;MIDTOWN WEST;R4-CONDOMINIUM;53;2008;1338.037736;47.73;11.07;-64734.73049;19416999;273.8
1-01263-7501;16 WEST 48 STREET;MIDTOWN WEST;R4-CONDOMINIUM;152;2005;976.2171053;46.22;13.7;-88838.46872;36282001;244.51
1-01269-7501;15 WEST 53 STREET;MIDTOWN WEST;R4-CONDOMINIUM;248;1982;2028.225806;48.59;13.52;-42812.66567;132305010;263.03
1-01270-7501;40 WEST 55 STREET;MIDTOWN WEST;R4-CONDOMINIUM;35;1925;1267.142857;37.6;12.86;-68612.52732;7502002;169.15
1-01271-7501;1360 6 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;183;1963;774.5245902;38.2;10.45;-112391.518;25409869;179.27
1-01272-7501;33 WEST 56 STREET;MIDTOWN WEST;R4-CONDOMINIUM;47;2008;2027.808511;44.48;9.23;-42981.43268;25204996;264.46
1-01273-7501;58 WEST 58 STREET;MIDTOWN WEST;R4-CONDOMINIUM;168;1969;1231.982143;39.64;11.04;-70834.0101;44753001;216.23
1-01274-7502;57 WEST 58 STREET;MIDTOWN WEST;R4-CONDOMINIUM;88;1901;775.2159091;36.79;12.04;-112709.7046;12210003;178.98
1-01274-7503;50 CENTRAL PARK SOUTH;MIDTOWN WEST;R4-CONDOMINIUM;11;1931;7713;44.48;9.23;-11342.21142;21999995;259.3
1-01274-7504;768 5 AVENUE;MIDTOWN WEST;R4-CONDOMINIUM;164;1907;2411.713415;62.8;15.2;-36318.8249;141448992;357.63
1-01279-7501;5 EAST 44 STREET;MIDTOWN CBD;R4-CONDOMINIUM;23;2007;1131.565217;44.91;8.55;-77502.13286;7122003;273.65
1-01287-7501;641 5 AVENUE;MIDTOWN CBD;R4-CONDOMINIUM;226;1973;2114.163717;43.46;12.78;-41532.65787;110433001;231.13
1-01290-7501;60 EAST 55 STREET;MIDTOWN CBD;R4-CONDOMINIUM;74;2003;1565.567568;47.44;11.44;-56155.32711;31476998;271.7
1-01292-7501;721 5 AVENUE;MIDTOWN CBD;R4-CONDOMINIUM;244;1983;2047.819672;44.47;13.97;-42983.80402;114241751;228.64
1-01294-7501;500 PARK AVENUE;MIDTOWN CBD;R4-CONDOMINIUM;56;1982;3151.678571;44.02;12.49;-27963.25768;41906995;237.44
1-01303-7501;145 EAST 48 STREET;MIDTOWN CBD;R4-CONDOMINIUM;207;1985;896.3285024;42.52;12.39;-98445.29135;42174996;227.31
